Topic,Digital Restrictions for Minors
Query,"(""social media ban minors"" OR ""gaming restrictions minors"" OR ""screen time policy"" OR ""protect children online"") since:2026-06-14 until:2026-06-29 lang:en -is:retweet"
Save Path,C:/Users/Minghao Lin/PycharmProjects/SURF/result\Digital_Restrictions_for_Minors_2026-06-14_to_2026-06-29
Tweet ID,Topic,Tweet Date,Display Name,User Name,Tweet URL,Tweet Content,Favorite Count,Retweet Count,Reply Count,Relevant,Gold Label,Notes
2066745641271754970,Digital Restrictions for Minors,2026-06-16 12:52,Agathe de Lili,@AgathedeLili,https://x.com/AgathedeLili/status/2066745641271754970,"""We welcome the UK Government’s announcement of new measures to better protect children online.""",105,16,0,0,,
2066699027538743735,Digital Restrictions for Minors,2026-06-16 09:47,Red Dyke,@RedDyke69,https://x.com/RedDyke69/status/2066699027538743735,"@elonmusk @TRobinsonNewEra Coming from a billionaire in a country that has blocked fans from travelling, cancelled visas for law-abiding supporters, prevented some teams from training in the US and even barred referees without reason, that’s quite a lecture.

The same people who demand every country bend",11,0,2,0,,
2066681954632650942,Digital Restrictions for Minors,2026-06-16 08:39,GB News,@GBNEWS,https://x.com/GBNEWS/status/2066681954632650942,"‘The seventh woke commandment is you will honour the state as mother and father.’

Simon Hankinson of the Heritage Foundation believes that social media, when overused, is ‘destructive’, but that it’s the parents' responsibility, not the state’s, to protect children online.",178,49,9,0,,
2066670577994088519,Digital Restrictions for Minors,2026-06-16 07:53,GB News,@GBNEWS,https://x.com/GBNEWS/status/2066670577994088519,"‘Starmer should call out what these tech companies are doing, rather than politicians clamping down on our freedoms.’
 
@beverleyturner blasts Keir Starmer’s under-16s social media ban, believing it’s the responsibility of parents, not the government, to protect children online.",715,134,65,0,,
2066662973158928733,Digital Restrictions for Minors,2026-06-16 06:49,Carmella,@Sussex5525,https://x.com/Sussex5525/status/2066662973158928733,"Prince Harry and Meghan’s statement on the UK government’s new measures to protect children online.

“The stories shared through the Lost Screen Memorial remind us that behind every debate about technology and regulation are real families whose lives have been forever changed.”",148,30,1,0,,
2066652008434512175,Digital Restrictions for Minors,2026-06-16 06:40,Yahoo News,@YahooNews,https://x.com/YahooNews/status/2066652008434512175,"British Prime Minister Keir Starmer has announced a sweeping ban on social media use for those under 16, joining other countries around the world seeking to protect children online.

The ban will include social platforms like Snapchat, TikTok, YouTube, Instagram, Facebook and X,",0,0,2,1,1,
2066650594207584644,Digital Restrictions for Minors,2026-06-16 06:34,The English Gentlemen.,@theworldisover8,https://x.com/theworldisover8/status/2066650594207584644,"A online safety act to protect children online but when they catch pedos with exploitive images they let them
Of with a slap on the wrist. Make sense of that. Why not target the pedos with the sentences they deserve instead. We all know why…..

They don’t give a fuck about our",5,1,2,0,,
2066633886319202670,Digital Restrictions for Minors,2026-06-16 05:28,Dough,@thesimpledough,https://x.com/thesimpledough/status/2066633886319202670,"@PolitlcsUK Weird how people scream that we should “protect are kids” but when it comes to actually making sure children are safe online from pedophiles - they get oddly antsy and upset.

You can’t protect children online without a compromise.",19,2,43,0,,
2066627662676652524,Digital Restrictions for Minors,2026-06-16 05:03,Sussex Daily,@sussexdaily,https://x.com/sussexdaily/status/2066627662676652524,"""Astatement from Prince Harry and Meghan, Duke and Duchess of Sussex.""

""We welcome the UK Government’s announcement of new measures to better protect children online.""",56,14,0,0,,
2066612572099367400,Digital Restrictions for Minors,2026-06-16 04:03,MimiRoche,@Mimicinque,https://x.com/Mimicinque/status/2066612572099367400,"UK Takes A Step Toward Online Safety | The Office of the Duke and Duchess of Sussex, Prince Harry and Meghan. 

“We welcome the UK Government’s announcement of new measures to better protect children online.”",57,15,1,0,,
2066602845059846541,Digital Restrictions for Minors,2026-06-16 03:24,𝑺𝒖𝒔𝒔𝒆𝒙 𝑪𝒐𝒎𝒎𝒖𝒏𝒊𝒕𝒚 𝑬𝒗𝒆𝒏𝒕𝒔,@SussexEvent,https://x.com/SussexEvent/status/2066602845059846541,"UK Takes A Step Toward Online Safety | The Office of the Duke and Duchess of Sussex

“We welcome the UK Government’s announcement of new measures to better protect children online.”",192,61,3,0,,
2066602067826016582,Digital Restrictions for Minors,2026-06-16 03:21,Erika Guevara Rosas,@ErikaGuevaraR,https://x.com/ErikaGuevaraR/status/2066602067826016582,"The UK’s recent social media ban for under-16s, alongside similar measures in other countries, reflects the right diagnosis but the wrong prescription.

Blanket bans risk undermining children’s rights to expression and access to information, while driving intrusive",12,2,0,0,,
2066590700859466229,Digital Restrictions for Minors,2026-06-16 02:36,Greg,@greg_scott84,https://x.com/greg_scott84/status/2066590700859466229,"@ryangerritsen @Kirky861 This tells us all we need to know. Google a country name with ""protect children online"" and you'll see it's global.",6,5,0,0,,
2066589422405947480,Digital Restrictions for Minors,2026-06-16 02:31,ChrisBaronSmith,@ChrisBaronSmit1,https://x.com/ChrisBaronSmit1/status/2066589422405947480,"🆕 Sussex Update | UK TAKES A STEP TOWARD ONLINE SAFETY

A statement from Prince Harry and Meghan, Duke and Duchess of Sussex.

“We welcome the UK Government’s announcement of new measures to better protect children online”

🔗https://t.co/H6yVY0Gv2v,",562,174,0,0,,
2066588201607909799,Digital Restrictions for Minors,2026-06-16 02:26,❄❄ Warthog Elsa❄❄🌊🇺🇦🇹🇼☂️😷🗽🌏,@socookre,https://x.com/socookre/status/2066588201607909799,@NadiaWhittomeMP Please feel free to look at this article which lays out why such blanket bans will bring more harms than goods and the alternative options to protect children online and tackle Big Tech enshittification. Thank you.,8,1,0,1,2,
2066586655851520469,Digital Restrictions for Minors,2026-06-16 02:20,NBC News,@NBCNews,https://x.com/NBCNews/status/2066586655851520469,"British Prime Minister Keir Starmer announces a sweeping ban on social media use for those under 16, joining other countries around the world seeking to protect children online.",54,15,121,1,3,
2066573996188168412,Digital Restrictions for Minors,2026-06-16 01:30,Harry Cole,@MrHarryCole,https://x.com/MrHarryCole/status/2066573996188168412,"Not royals latest 

PA: “The Duke and Duchess of Sussex have welcomed the Government’s social media ban for under-16s but warned “while measures such as these help reduce harm, they do not fix the problem at its source”.
“We welcome the UK Government’s announcement of new",38,2,44,1,1,
2066567179969909096,Digital Restrictions for Minors,2026-06-16 01:03,Eric The King,@KingCantonaUtd,https://x.com/KingCantonaUtd/status/2066567179969909096,"@GuidoFawkes It means Digital ID.

Govt monitoring your every move &amp; your voice being muted.

Nothing to do with online safety.  

The tools to protect children online, what they see, what content and apps they can use have existed for at least a decade.",4,0,0,1,2,
2066564514166755377,Digital Restrictions for Minors,2026-06-16 00:52,NewsForce,@Newsforce,https://x.com/Newsforce/status/2066564514166755377,"🇬🇧 The UK Government has clarified that adults will still be able to use social media platforms after verifying their identity.

Approved methods include digital IDs, facial recognition, passports, and credit cards. 

The move is part of efforts to protect children online while",5,4,6,1,3,
2066561623871918374,Digital Restrictions for Minors,2026-06-16 00:41,CE3K,@CE3KRH,https://x.com/CE3KRH/status/2066561623871918374,"@elonmusk No it’s not @elonmusk ! It’s a very good way to protect children online from things such as sexual grooming, bullying and suicide prevention. The social media platforms don’t do anywhere near enough to crack down on these things. If you don’t agree with the approach, then how",98,6,65,1,1,
2066553201386721360,Digital Restrictions for Minors,2026-06-16 00:07,akankshark,@mishradidi,https://x.com/mishradidi/status/2066553201386721360,"@elonmusk you can't spend years cutting moderation teams and rolling back safety oversight, then act shocked when governments decide they need to step in and protect children online",5,0,1,1,1,
2066550380452786334,Digital Restrictions for Minors,2026-06-15 23:56,Gordon Fielden,@GordonFielden,https://x.com/GordonFielden/status/2066550380452786334,"I have rarely read so much rubbish from The Spectator.

The conservative rag that it has become, coupled with the increasingly poor standard of its editorial judgement, means that articles such as this are difficult to take seriously. I suspect many Conservatives themselves will",73,22,2,0,,
